0340	Streptococcal sore throat	3	Other bacterial diseases		
0341	Scarlet fever	3	Other bacterial diseases		
035	Erysipelas	3	Other bacterial diseases		
036	Meningococcal infection	3	Other bacterial diseases		
0360	Meningococcal meningitis	3	Other bacterial diseases		
0361	Meningococcaemia without mention of meningitis	3	Other bacterial diseases		
0368	Other forms of meningococcal infection	3	Other bacterial diseases		
0369	Unspecified	3	Other bacterial diseases		
037	Tetanus	3	Other bacterial diseases		
038	Septicaemia	3	Other bacterial diseases		
0380	Streptococcal	3	Other bacterial diseases		
0381	Staphylococcal	3	Other bacterial diseases		
0382	Pneumococcal	3	Other bacterial diseases		
0388	Other bacterial septicaemia	3	Other bacterial diseases		
0389	Unspecified	3	Other bacterial diseases		
039	Other bacterial diseases	3	Other bacterial diseases		
0390	Gas gangrene	3	Other bacterial diseases		
0391	Rhinoscleroma	3	Other bacterial diseases		
0399	Other	3	Other bacterial diseases		
040	Acute paralytic poliomyelitis specified as bulbar	4	Poliomyelitis and other enterovirus diseases of central nervous system		
041	Acute poliomyelitis with other paralysis	4	Poliomyelitis and other enterovirus diseases of central nervous system		
042	Acute nonparalytic poliomyelitis	4	Poliomyelitis and other enterovirus diseases of central nervous system		
043	Acute poliomyelitis, unspecified	4	Poliomyelitis and other enterovirus diseases of central nervous system		
044	Late effects of actue poliomyelitis	4	Poliomyelitis and other enterovirus diseases of central nervous system		
045	Aseptic mentingitis due to enterovirus	4	Poliomyelitis and other enterovirus diseases of central nervous system		
0450	Coxsackie virus	4	Poliomyelitis and other enterovirus diseases of central nervous system		
0451	ECHO virus	4	Poliomyelitis and other enterovirus diseases of central nervous system		
0459	Aseptic meningitis, unspecified	4	Poliomyelitis and other enterovirus diseases of central nervous system		
046	Other enterovirus diseases of central nervous system	4	Poliomyelitis and other enterovirus diseases of central nervous system		
050	Smallpox	5	Viral diseases accompanied by exanthem		
0500	Variola major	5	Viral diseases accompanied by exanthem		
0501	Variola minor (alastrim)	5	Viral diseases accompanied by exanthem		
0509	Unspecified	5	Viral diseases accompanied by exanthem		
051	Cowpox	5	Viral diseases accompanied by exanthem		
052	Chickenpox	5	Viral diseases accompanied by exanthem		
053	Herpes zoster	5	Viral diseases accompanied by exanthem		
0530	Of eye	5	Viral diseases accompanied by exanthem		
0531	Of other parts of face	5	Viral diseases accompanied by exanthem		
0532	Of trunk	5	Viral diseases accompanied by exanthem		
0539	Of other and unspecified sites	5	Viral diseases accompanied by exanthem		
054	Herpes simplex	5	Viral diseases accompanied by exanthem		
055	Measles	5	Viral diseases accompanied by exanthem		
056	Rubella	5	Viral diseases accompanied by exanthem		
057	Other viral exanthem	5	Viral diseases accompanied by exanthem		
0570	Erythema infectiosum (fifth disease)	5	Viral diseases accompanied by exanthem		
0571	Exanthema subitum (sixth disease)	5	Viral diseases accompanied by exanthem		
0578	Other	5	Viral diseases accompanied by exanthem		
0579	Unspecified	5	Viral diseases accompanied by exanthem		
060	Yellow fever	6	Arthropod-borne viral diseases		
0600	Sylvatic	6	Arthropod-borne viral diseases		
0601	Urban	6	Arthropod-borne viral diseases		
0609	Unspecified	6	Arthropod-borne viral diseases		
061	Dengue	6	Arthropod-borne viral diseases		
062	Mosquito-borne viral encephalitis	6	Arthropod-borne viral diseases		
0620	Japanese encephalitis	6	Arthropod-borne viral diseases		
0621	Western equine encephalitis	6	Arthropod-borne viral diseases		
0622	Eastern equine encephalitis	6	Arthropod-borne viral diseases		
0623	St. Louis encephalitis	6	Arthropod-borne viral diseases		
0624	Murray Valley encephalitis	6	Arthropod-borne viral diseases		
0629	Other and unspecified	6	Arthropod-borne viral diseases		
063	Tick-borne viral encephalitis	6	Arthropod-borne viral diseases		
0630	Russian spring-summer (taiga) encephalitis	6	Arthropod-borne viral diseases		
0631	Louping ill	6	Arthropod-borne viral diseases		
0632	Central European encephalitis	6	Arthropod-borne viral diseases		
0639	Other and unspecified	6	Arthropod-borne viral diseases		
064	Viral encephalitis transmitted by other arthropods	6	Arthropod-borne viral diseases		
065	Viral encephalitis, unspecified	6	Arthropod-borne viral diseases		
066	Late effects of viral encephalitis	6	Arthropod-borne viral diseases		
067	Arthropod-borne haemorrhagic fever	6	Arthropod-borne viral diseases		
0670	Crimean haemorrhagic fever	6	Arthropod-borne viral diseases		
0671	Omsk haemorrhagic fever	6	Arthropod-borne viral diseases		
0672	Kyasanur Forest disease	6	Arthropod-borne viral diseases		
0673	Other tick-borne haemorrhagic fever	6	Arthropod-borne viral diseases		
0674	Mosquito-borne haemorrhagic fever	6	Arthropod-borne viral diseases		
0675	Haemorrhagic nephroso-nephritis	6	Arthropod-borne viral diseases		
0679	Other and unspecified arthropod-borne haemorrhagic fever	6	Arthropod-borne viral diseases		
068	Other arthropod-borne viral diseases	6	Arthropod-borne viral diseases		
0680	Phlebotomous fever	6	Arthropod-borne viral diseases		
0681	Tick-borne fever	6	Arthropod-borne viral diseases		
0682	Mosquito-borne fever	6	Arthropod-borne viral diseases		
0689	Other arthropod-borne viral diseases	6	Arthropod-borne viral diseases		
070	Infectious hepatitis	7	Other viral diseases		
071	Rabies	7	Other viral diseases		
072	Mumps	7	Other viral diseases		
073	Psittacosis	7	Other viral diseases		
074	Specified disease due to Coxsackie virus	7	Other viral diseases		
0740	Herpangina	7	Other viral diseases		
0741	Epidemic pleurodynia (Bornholm disease)	7	Other viral diseases		
0742	Coxsackie myocarditis	7	Other viral diseases		
0749	Other	7	Other viral diseases		
075	Infectious mononucleosis	7	Other viral diseases		
076	Trachoma, active	7	Other viral diseases		
077	Late effects of trachoma	7	Other viral diseases		
078	Other viral diseases of the conjunctiva	7	Other viral diseases		
0780	Inclusion conjunctivitis	7	Other viral diseases		
0781	Epidemic keratoconjunctivitis	7	Other viral diseases		
0782	Acute adenoviral follicular conjunctivitis	7	Other viral diseases		
0788	Other	7	Other viral diseases		
0789	Viral conjunctivitis, unspecified	7	Other viral diseases		
079	Other viral diseases	7	Other viral diseases		
0790	Molluscum contagiosum	7	Other viral diseases		
0791	Viral warts	7	Other viral diseases		
0792	Lymphocytic choriomeningitis	7	Other viral diseases		
0793	Cat-scratch disease	7	Other viral diseases		
0794	Foot and mouth disease	7	Other viral diseases		
0795	Cytomegalic inclusion disease	7	Other viral diseases		
0798	Other	7	Other viral diseases		
0799	Viral infection, unspecified	7	Other viral diseases		
080	Epidemic louse-borne typhus	8	Rickettsioses and other arthropod-borne diseases		
081	Other typhus	8	Rickettsioses and other arthropod-borne diseases		
0810	Endemic flea-borne	8	Rickettsioses and other arthropod-borne diseases		
0811	Brill's disease	8	Rickettsioses and other arthropod-borne diseases		
0812	Mite-borne	8	Rickettsioses and other arthropod-borne diseases		
0819	Unspecified	8	Rickettsioses and other arthropod-borne diseases		
082	Tick-borne rickettsiosis	8	Rickettsioses and other arthropod-borne diseases		
0820	Spotted fevers	8	Rickettsioses and other arthropod-borne diseases		
0821	Boutonneuse fever	8	Rickettsioses and other arthropod-borne diseases		
0822	North Asian tick-borne typhus fever	8	Rickettsioses and other arthropod-borne diseases		
0829	Other	8	Rickettsioses and other arthropod-borne diseases		
083	Other rickettsioses	8	Rickettsioses and other arthropod-borne diseases		
0830	Rickettsial pox	8	Rickettsioses and other arthropod-borne diseases		
0831	Q-fever	8	Rickettsioses and other arthropod-borne diseases		
0832	Wolhynian fever (trench fever)	8	Rickettsioses and other arthropod-borne diseases		
0838	Other	8	Rickettsioses and other arthropod-borne diseases		
0839	Unspecified	8	Rickettsioses and other arthropod-borne diseases		
084	Malaria	8	Rickettsioses and other arthropod-borne diseases		
0840	Falicparum malaria (malignant tertian)	8	Rickettsioses and other arthropod-borne diseases		
0841	Vivax malaria (benign tertian)	8	Rickettsioses and other arthropod-borne diseases		
0842	Malariae malaria (quartan)	8	Rickettsioses and other arthropod-borne diseases		
0843	Ovale malaria	8	Rickettsioses and other arthropod-borne diseases		
0844	Blackwater fever	8	Rickettsioses and other arthropod-borne diseases		
0845	Recurrent induced malaria	8	Rickettsioses and other arthropod-borne diseases		
0848	Other	8	Rickettsioses and other arthropod-borne diseases		
0849	Unspecified forms	8	Rickettsioses and other arthropod-borne diseases		
085	Leishmaniasis	8	Rickettsioses and other arthropod-borne diseases		
0850	Visceral (Kala-azar)	8	Rickettsioses and other arthropod-borne diseases		
0851	Cutaneous (oriental sore)	8	Rickettsioses and other arthropod-borne diseases		
0852	Mucocutaneous (American)	8	Rickettsioses and other arthropod-borne diseases		
0859	Unspecified	8	Rickettsioses and other arthropod-borne diseases		
086	American trypanosomiasis	8	Rickettsioses and other arthropod-borne diseases		
0860	With heart involvement	8	Rickettsioses and other arthropod-borne diseases		
0868	With other organ involvement	8	Rickettsioses and other arthropod-borne diseases		
0869	Without mention of organ involvement	8	Rickettsioses and other arthropod-borne diseases		
087	Other trypanosomiasis	8	Rickettsioses and other arthropod-borne diseases		
0870	Gambian	8	Rickettsioses and other arthropod-borne diseases		
0871	Rhodesian	8	Rickettsioses and other arthropod-borne diseases		
0878	African trypanosomiasis, unspecified	8	Rickettsioses and other arthropod-borne diseases		
0879	Trypanosomiasis, unspecified	8	Rickettsioses and other arthropod-borne diseases		
088	Relapsing fever	8	Rickettsioses and other arthropod-borne diseases		
0880	Louse-borne	8	Rickettsioses and other arthropod-borne diseases		
0881	Tick-borne	8	Rickettsioses and other arthropod-borne diseases		
0889	Unspecified	8	Rickettsioses and other arthropod-borne diseases		
089	Other arthropod-borne diseases	8	Rickettsioses and other arthropod-borne diseases		
0891	Bartonellosis	8	Rickettsioses and other arthropod-borne diseases		
0899	Other	8	Rickettsioses and other arthropod-borne diseases		
090	Congenital syphilis	9	Syphilis and other venereal diseases		
0900	Early congenital syphilis, symptomatic	9	Syphilis and other venereal diseases		
0901	Early congenital syphilis, latent	9	Syphilis and other venereal diseases		
0902	Early congenital syphilis, unspecified	9	Syphilis and other venereal diseases		
0903	Interstitial keratitis	9	Syphilis and other venereal diseases		
0904	Juvenile neurosyphilis	9	Syphilis and other venereal diseases		
0905	Other late congenital syphilis, symptomatic	9	Syphilis and other venereal diseases		
0906	Other late congenital syphilis, latent	9	Syphilis and other venereal diseases		
0907	Late congenital syphilis, unspecified	9	Syphilis and other venereal diseases		
0909	Congenital syphilis, unspecified	9	Syphilis and other venereal diseases		
091	Early syphilis, symptomatic	9	Syphilis and other venereal diseases		
0910	Primary syphilis, except extragenital chancre	9	Syphilis and other venereal diseases		
0911	Extragenital chancre	9	Syphilis and other venereal diseases		
0912	Secondary syphilis of skin and mucous membranes	9	Syphilis and other venereal diseases		
0913	Secondary syphilis, relapse (treated, untreated)	9	Syphilis and other venereal diseases		
0918	Other recently acquired syphilis, symptomatic	9	Syphilis and other venereal diseases		
0919	Early syphilis, unspecified	9	Syphilis and other venereal diseases		
092	Early syphilis, latent	9	Syphilis and other venereal diseases		
0920	Early syphilis, latent, serological relapse after treatment	9	Syphilis and other venereal diseases		
0929	Early syphilis, latent, unspecified	9	Syphilis and other venereal diseases		
093	Cardiovascular syphilis	9	Syphilis and other venereal diseases		
0930	Aneurysm of aorta, specified as syphilitic	9	Syphilis and other venereal diseases		
0939	Other cardiovascular syphilis	9	Syphilis and other venereal diseases		
094	Syphilis of central nervous system	9	Syphilis and other venereal diseases		
0940	Tabes dorsalis	9	Syphilis and other venereal diseases		
0941	General paresis	9	Syphilis and other venereal diseases		
0949	Other syphilis of central nervous system	9	Syphilis and other venereal diseases		
095	Other forms of late syphilis, with symptoms	9	Syphilis and other venereal diseases		
096	Late syphilis, latent	9	Syphilis and other venereal diseases		
097	Other syphilis and not specified	9	Syphilis and other venereal diseases		
0970	Late syphilis, unspecified	9	Syphilis and other venereal diseases		
0971	Latent syphilis, unspecified	9	Syphilis and other venereal diseases		
0979	Syphilis, unspecified	9	Syphilis and other venereal diseases		
098	Gonococcal infections	9	Syphilis and other venereal diseases		
0980	Acute of genito-urinary tract	9	Syphilis and other venereal diseases		
0981	Chronic of genito-urinary system	9	Syphilis and other venereal diseases		
0982	Of eye	9	Syphilis and other venereal diseases		
0983	Of joint	9	Syphilis and other venereal diseases		
0988	Of other sites	9	Syphilis and other venereal diseases		
0989	Site unspecified	9	Syphilis and other venereal diseases		
099	Other veneral disease	9	Syphilis and other venereal diseases		
0990	Chancroid	9	Syphilis and other venereal diseases		
0991	Lymphogranuloma verereum	9	Syphilis and other venereal diseases		
0992	Granuloma inguinale	9	Syphilis and other venereal diseases		
0999	Other and unspecified	9	Syphilis and other venereal diseases		
100	Leptospirosis	10	Other spirochaetal diseases		
1000	Leptospurosis icterohaemorrhagiea	10	Other spirochaetal diseases		
1008	Other	10	Other spirochaetal diseases		
1009	Unspecified	10	Other spirochaetal diseases		
101	Vincent's angina	10	Other spirochaetal diseases		
102	Yaws	10	Other spirochaetal diseases		
1020	Initial lesions	10	Other spirochaetal diseases		
1021	"Multiple papillomata and ""wet crab"" yaws"	10	Other spirochaetal diseases		
1022	Other early skin lesions	10	Other spirochaetal diseases		
1023	Hyperkeratosis	10	Other spirochaetal diseases		
1024	Gummata, ulcers	10	Other spirochaetal diseases		
1025	Gangosa	10	Other spirochaetal diseases		
1026	Bone and joint lesions	10	Other spirochaetal diseases		
1027	Other manifestations	10	Other spirochaetal diseases		
1028	Latent yaws	10	Other spirochaetal diseases		
1029	Yaws, unspecified	10	Other spirochaetal diseases		
103	Pinta	10	Other spirochaetal diseases		
1030	Primary lesions	10	Other spirochaetal diseases		
1031	Intermediate lesions	10	Other spirochaetal diseases		
1032	Late lesions	10	Other spirochaetal diseases		
1033	Mixed lesions	10	Other spirochaetal diseases		
1039	Unspecified	10	Other spirochaetal diseases		
104	Other spirochaetal infection	10	Other spirochaetal diseases		
1040	Non-venereal endemic syphilis	10	Other spirochaetal diseases		
1049	Other	10	Other spirochaetal diseases		
110	Dermatophytosis	11	Mycoses		
1100	Of scalp and beard	11	Mycoses		
1101	Of foot	11	Mycoses		
1109	Of other and unspecified sites	11	Mycoses		
111	Dermatomycosis, other and unspecified	11	Mycoses		
1110	Pityriasis versicolor	11	Mycoses		
1111	Tinea nigra	11	Mycoses		
1112	Tinea blanca	11	Mycoses		
1118	Other	11	Mycoses		
1119	Unspecified	11	Mycoses		
112	Moniliasis	11	Mycoses		
113	Actinomycosis	11	Mycoses		
114	Coccidioidomycosis	11	Mycoses		
115	Histoplasmosis	11	Mycoses		
116	Blastomycosis	11	Mycoses		
1160	European	11	Mycoses		
1161	North American	11	Mycoses		
1162	South American	11	Mycoses		
1169	Other and unspecified	11	Mycoses		
117	Other systemic mycosis	11	Mycoses		
1170	Rhinosporidiosis	11	Mycoses		
1171	Sporotrichosis	11	Mycoses		
1172	Chromomycosis	11	Mycoses		
1173	Aspergillosis	11	Mycoses		
1174	Maduromycosis	11	Mycoses		
1178	Other	11	Mycoses		
1179	Unspecified	11	Mycoses		
120	Schistosomiasis	12	Helminthiases		
1200	Schistosoma haematobium	12	Helminthiases		
1201	Schistosoma Mansoni	12	Helminthiases		
1202	Schistosoma japonicum	12	Helminthiases		
1203	Cutaneous	12	Helminthiases		
1208	Other	12	Helminthiases		
1209	Unspecified	12	Helminthiases		
121	Other trematode infection	12	Helminthiases		
1210	Opisthorchiasis	12	Helminthiases		
1211	Clonorchiasis	12	Helminthiases		
1212	Paragonomiasis	12	Helminthiases		
1213	Fascioliasis	12	Helminthiases		
1214	Fasciolopsiasis	12	Helminthiases		
1219	Other and unspecified	12	Helminthiases		
122	Hydatidosis	12	Helminthiases		
1220	Of liver	12	Helminthiases		
1221	Of lung	12	Helminthiases		
1228	Of other specified sites	12	Helminthiases		
1229	Of unspecified site	12	Helminthiases		
123	Other cestode infection	12	Helminthiases		
1230	Taenia solium infection, intestinal form	12	Helminthiases		
1231	Cysticercosis	12	Helminthiases		
1232	Taenia saginata infection	12	Helminthiases		
1233	Taeniasis, unspecified	12	Helminthiases		
1234	Diphyllobothriasis, intestinal	12	Helminthiases		
1235	Sparganosis (larval diphyllobothriasis)	12	Helminthiases		
1236	Hymenolepiasis	12	Helminthiases		
1239	Other and unspecified	12	Helminthiases		
124	Trichiniasis	12	Helminthiases		
125	Filarial infection	12	Helminthiases		
1250	Wuchereriasis	12	Helminthiases		
1251	Brugia filariasis	12	Helminthiases		
1252	Loiasis	12	Helminthiases		
1253	Onchocercosis	12	Helminthiases		
1254	Acanthocheilonemiasis	12	Helminthiases		
1255	Mansonellosis	12	Helminthiases		
1258	Other filariasis	12	Helminthiases		
1259	Unspecified	12	Helminthiases		
126	Ankylostomiasis	12	Helminthiases		
1260	Ankylostoma duodenale	12	Helminthiases		
1261	Necator americanus	12	Helminthiases		
1268	Other Ankylostoma	12	Helminthiases		
1269	Unspecified	12	Helminthiases		
127	Other intestinal helminthiasis	12	Helminthiases		
1270	Ascariasis	12	Helminthiases		
1271	Strongyloidiasis	12	Helminthiases		
1272	Trichuriasis	12	Helminthiases		
1273	Enterobiasis	12	Helminthiases		
1274	Other intestinal nematode infection	12	Helminthiases		
1275	Mixed intestinal helminthiasis	12	Helminthiases		
1279	Intestinal helminthiasis, unspecified	12	Helminthiases		
128	Other and unspecified helminthiasis	12	Helminthiases		
1280	Larva migrans, visceralis	12	Helminthiases		
1288	Other	12	Helminthiases		
1289	Unspecified	12	Helminthiases		
129	Intestinal parasitism, unspecified	12	Helminthiases		
130	Toxoplasmosis	13	Other infective and parasitic diseases		
1300	Acquired	13	Other infective and parasitic diseases		
1301	Congenital active	13	Other infective and parasitic diseases		
1302	Late effects of intra-utrine infection	13	Other infective and parasitic diseases		
1309	Unspecified	13	Other infective and parasitic diseases		
131	Trichomoniasis urogenitalis	13	Other infective and parasitic diseases		
132	Pediculosis	13	Other infective and parasitic diseases		
133	Acariasis	13	Other infective and parasitic diseases		
1330	Scabies	13	Other infective and parasitic diseases		
1339	Other	13	Other infective and parasitic diseases		
134	Other infestation	13	Other infective and parasitic diseases		
1340	Myiasis	13	Other infective and parasitic diseases		
1341	Phthirus infestation	13	Other infective and parasitic diseases		
1342	Other arthropod infestation	13	Other infective and parasitic diseases		
1343	Hirudiniasis	13	Other infective and parasitic diseases		
1349	Other and unspecified	13	Other infective and parasitic diseases		
135	Sarcoidosis	13	Other infective and parasitic diseases		
136	Other and unspecified infective and parasitic diseases	13	Other infective and parasitic diseases		
140	Malignant neoplasm of lip	14	Malignant neoplasm of buccal cavity and pharynx		
1400	Upper lip	14	Malignant neoplasm of buccal cavity and pharynx		
1401	Lower lip	14	Malignant neoplasm of buccal cavity and pharynx		
1402	Both lips	14	Malignant neoplasm of buccal cavity and pharynx		
1409	Lip unspecified	14	Malignant neoplasm of buccal cavity and pharynx		
141	Malignant neoplasm of tongue	14	Malignant neoplasm of buccal cavity and pharynx		
1410	Base of tongue	14	Malignant neoplasm of buccal cavity and pharynx		
1411	Dorsal surface of tongue	14	Malignant neoplasm of buccal cavity and pharynx		
1412	Borders and tip of tongue	14	Malignant neoplasm of buccal cavity and pharynx		
1413	Ventral surface of tongue	14	Malignant neoplasm of buccal cavity and pharynx		
1419	Part unspecified	14	Malignant neoplasm of buccal cavity and pharynx		
142	Malignant neoplasm of salivary gland	14	Malignant neoplasm of buccal cavity and pharynx		
1420	Parotid gland	14	Malignant neoplasm of buccal cavity and pharynx		
1428	Other specified salivary gland	14	Malignant neoplasm of buccal cavity and pharynx		
1429	Unspecified salivary gland	14	Malignant neoplasm of buccal cavity and pharynx		
143	Malignant neoplasm of gum	14	Malignant neoplasm of buccal cavity and pharynx		
1430	Upper gum	14	Malignant neoplasm of buccal cavity and pharynx		
1431	Lower gum	14	Malignant neoplasm of buccal cavity and pharynx		
1439	Gum unspecified	14	Malignant neoplasm of buccal cavity and pharynx		
144	Malignant neoplasm of floor of mouth	14	Malignant neoplasm of buccal cavity and pharynx		
145	Malignant neoplasm of other and unspecified parts of mouth	14	Malignant neoplasm of buccal cavity and pharynx		
1450	Buccal mucosa	14	Malignant neoplasm of buccal cavity and pharynx		
1451	Palate(hard)(soft)	14	Malignant neoplasm of buccal cavity and pharynx		
1458	Other specified parts	14	Malignant neoplasm of buccal cavity and pharynx		
1459	Part unspecified	14	Malignant neoplasm of buccal cavity and pharynx		
146	Malignant neoplasm of oropharynx	14	Malignant neoplasm of buccal cavity and pharynx		
1460	Tonsils	14	Malignant neoplasm of buccal cavity and pharynx		
1468	Other specified parts	14	Malignant neoplasm of buccal cavity and pharynx		
1469	Part unspecified	14	Malignant neoplasm of buccal cavity and pharynx		
147	Malignant neoplasm of nasopharynx	14	Malignant neoplasm of buccal cavity and pharynx		
148	Malignant neoplasm of hypopharynx	14	Malignant neoplasm of buccal cavity and pharynx		
1480	Postcricoid region	14	Malignant neoplasm of buccal cavity and pharynx		
1481	Pyriform fossa	14	Malignant neoplasm of buccal cavity and pharynx		
1488	Other specified parts	14	Malignant neoplasm of buccal cavity and pharynx		
1489	Part unspecified	14	Malignant neoplasm of buccal cavity and pharynx		
