A07	Other protozoal intestinal diseases	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A070	Balantidiasis	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A071	Giardiasis [lambliasis]	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A072	Cryptosporidiosis	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A073	Isosporiasis	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A078	Other specified protozoal intestinal diseases	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A079	Protozoal intestinal disease, unspecified	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A08	Viral and other specified intestinal infections	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A080	Rotaviral enteritis	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A081	Acute gastroenteropathy due to Norwalk agent	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A082	Adenoviral enteritis	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A083	Other viral enteritis	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A084	Viral intestinal infection, unspecified	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A085	Other specified intestinal infections	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A09	Diarrhoea and gastroenteritis of presumed infectious origin	Certain infectious and parasitic diseases	1	Intestinal infectious diseases	R1
A15	Respiratory tuberculosis, bacteriologically and histologically confirmed	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A150	Tuberculosis of lung, confirmed by sputum microscopy with or without culture	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A151	Tuberculosis of lung, confirmed by culture only	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A152	Tuberculosis of lung, confirmed histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A153	Tuberculosis of lung, confirmed by unspecified means	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A154	Tuberculosis of intrathoracic lymph nodes, confirmed bacteriologically and histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A155	Tuberculosis of larynx, trachea and bronchus, confirmed bacteriologically and histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A156	Tuberculous pleurisy, confirmed bacteriologically and histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A157	Primary respiratory tuberculosis, confirmed bacteriologically and histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A158	Other respiratory tuberculosis, confirmed bacteriologically and histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A159	Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A16	Respiratory tuberculosis, not confirmed bacteriologically or histologically	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A160	Tuberculosis of lung, bacteriologically and histologically negative	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A161	Tuberculosis of lung, bacteriological and histological examination not done	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A162	Tuberculosis of lung, without mention of bacteriological or histological confirmation	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A163	Tuberculosis of intrathoracic lymph nodes, without mention of bacteriological or histological confirmation	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A164	Tuberculosis of larynx, trachea and bronchus, without mention of bacteriological or histological confirmation	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A165	Tuberculous pleurisy, without mention of bacteriological or histological confirmation	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A167	Primary respiratory tuberculosis without mention of bacteriological or histological confirmation	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A168	Other respiratory tuberculosis, without mention of bacteriological or histological confirmation	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A169	Respiratory tuberculosis unspecified, without mention of bacteriological or histological confirmation	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A17	Tuberculosis of nervous system	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A170	Tuberculous meningitis	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A171	Meningeal tuberculoma	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A178	Other tuberculosis of nervous system	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A179	Tuberculosis of nervous system, unspecified	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A18	Tuberculosis of other organs	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A180	Tuberculosis of bones and joints	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A181	Tuberculosis of genitourinary system	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A182	Tuberculous peripheral lymphadenopathy	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A183	Tuberculosis of intestines, peritoneum and mesenteric glands	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A184	Tuberculosis of skin and subcutaneous tissue	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A185	Tuberculosis of eye	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A186	Tuberculosis of ear	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A187	Tuberculosis of adrenal glands	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A188	Tuberculosis of other specified organs	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A19	Miliary tuberculosis	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A190	Acute miliary tuberculosis of a single specified site	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A191	Acute miliary tuberculosis of multiple sites	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A192	Acute miliary tuberculosis, unspecified	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A198	Other miliary tuberculosis	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A199	Miliary tuberculosis, unspecified	Certain infectious and parasitic diseases	1	Tuberculosis	R2
A20	Plague	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A200	Bubonic plague	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A201	Cellulocutaneous plague	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A202	Pneumonic plague	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A203	Plague meningitis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A207	Septicaemic plague	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A208	Other forms of plague	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A209	Plague, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A21	Tularaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A210	Ulceroglandular tularaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A211	Oculoglandular tularaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A212	Pulmonary tularaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A213	Gastrointestinal tularaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A217	Generalized tularaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A218	Other forms of tularaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A219	Tularaemia, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A22	Anthrax	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A220	Cutaneous anthrax	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A221	Pulmonary anthrax	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A222	Gastrointestinal anthrax	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A227	Anthrax septicaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A228	Other forms of anthrax	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A229	Anthrax, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A23	Brucellosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A230	Brucellosis due to Brucella melitensis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A231	Brucellosis due to Brucella abortus	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A232	Brucellosis due to Brucella suis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A233	Brucellosis due to Brucella canis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A238	Other brucellosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A239	Brucellosis, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A24	Glanders and melioidosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A240	Glanders	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A241	Acute and fulminating melioidosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A242	Subacute and chronic melioidosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A243	Other melioidosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A244	Melioidosis, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A25	Rat-bite fevers	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A250	Spirillosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A251	Streptobacillosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A259	Rat-bite fever, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A26	Erysipeloid	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A260	Cutaneous erysipeloid	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A267	Erysipelothrix septicaemia	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A268	Other forms of erysipeloid	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A269	Erysipeloid, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A27	Leptospirosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A270	Leptospirosis icterohaemorrhagica	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A278	Other forms of leptospirosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A279	Leptospirosis, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A28	Other zoonotic bacterial diseases, not elsewhere classified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A280	Pasteurellosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A281	Cat-scratch disease	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A282	Extraintestinal yersiniosis	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A288	Other specified zoonotic bacterial diseases, not elsewhere classified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A289	Zoonotic bacterial disease, unspecified	Certain infectious and parasitic diseases	1	Certain zoonotic bacterial diseases	R3
A30	Leprosy [Hansen's disease]	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A300	Indeterminate leprosy	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A301	Tuberculoid leprosy	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A302	Borderline tuberculoid leprosy	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A303	Borderline leprosy	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A304	Borderline lepromatous leprosy	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A305	Lepromatous leprosy	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A308	Other forms of leprosy	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A309	Leprosy, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A31	Infection due to other mycobacteria	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A310	Pulmonary mycobacterial infection	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A311	Cutaneous mycobacterial infection	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A318	Other mycobacterial infections	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A319	Mycobacterial infection, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A32	Listeriosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A320	Cutaneous listeriosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A321	Listerial meningitis and meningoencephalitis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A327	Listerial septicaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A328	Other forms of listeriosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A329	Listeriosis, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A33	Tetanus neonatorum	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A34	Obstetrical tetanus	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A35	Other tetanus	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A36	Diphtheria	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A360	Pharyngeal diphtheria	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A361	Nasopharyngeal diphtheria	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A362	Laryngeal diphtheria	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A363	Cutaneous diphtheria	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A368	Other diphtheria	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A369	Diphtheria, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A37	Whooping cough	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A370	Whooping cough due to Bordetella pertussis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A371	Whooping cough due to Bordetella parapertussis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A378	Whooping cough due to other Bordetella species	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A379	Whooping cough, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A38	Scarlet fever	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A39	Meningococcal infection	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A390	Meningococcal meningitis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A391	Waterhouse-Friderichsen syndrome	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A392	Acute meningococcaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A393	Chronic meningococcaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A394	Meningococcaemia, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A395	Meningococcal heart disease	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A398	Other meningococcal infections	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A399	Meningococcal infection, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A40	Streptococcal septicaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A400	Septicaemia due to streptococcus, group A	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A401	Septicaemia due to streptococcus, group B	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A402	Septicaemia due to streptococcus, group D	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A403	Septicaemia due to Streptococcus pneumoniae	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A408	Other streptococcal septicaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A409	Streptococcal septicaemia, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A41	Other septicaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A410	Septicaemia due to Staphylococcus aureus	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A411	Septicaemia due to other specified staphylococcus	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A412	Septicaemia due to unspecified staphylococcus	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A413	Septicaemia due to Haemophilus influenzae	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A414	Septicaemia due to anaerobes	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A415	Septicaemia due to other Gram-negative organisms	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A418	Other specified septicaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A419	Septicaemia, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A42	Actinomycosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A420	Pulmonary actinomycosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A421	Abdominal actinomycosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A422	Cervicofacial actinomycosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A427	Actinomycotic septicaemia	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A428	Other forms of actinomycosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A429	Actinomycosis, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A43	Nocardiosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A430	Pulmonary nocardiosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A431	Cutaneous nocardiosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A438	Other forms of nocardiosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A439	Nocardiosis, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A44	Bartonellosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A440	Systemic bartonellosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A441	Cutaneous and mucocutaneous bartonellosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A448	Other forms of bartonellosis	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A449	Bartonellosis, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A46	Erysipelas	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A48	Other bacterial diseases, not elsewhere classified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A480	Gas gangrene	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A481	Legionnaires' disease	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A482	Nonpneumonic Legionnaires' disease [Pontiac fever]	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A483	Toxic shock syndrome	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A484	Brazilian purpuric fever	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A488	Other specified bacterial diseases	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A49	Bacterial infection of unspecified site	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A490	Staphylococcal infection, unspecified site	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A491	Streptococcal infection, unspecified site	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A492	Haemophilus influenzae infection, unspecified site	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A493	Mycoplasma infection, unspecified site	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A498	Other bacterial infections of unspecified site	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A499	Bacterial infection, unspecified	Certain infectious and parasitic diseases	1	Other bacterial diseases	R4
A50	Congenital syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A500	Early congenital syphilis, symptomatic	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A501	Early congenital syphilis, latent	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A502	Early congenital syphilis, unspecified	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A503	Late congenital syphilitic oculopathy	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A504	Late congenital neurosyphilis [juvenile neurosyphilis]	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A505	Other late congenital syphilis, symptomatic	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A506	Late congenital syphilis, latent	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A507	Late congenital syphilis, unspecified	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A509	Congenital syphilis, unspecified	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A51	Early syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A510	Primary genital syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A511	Primary anal syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A512	Primary syphilis of other sites	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A513	Secondary syphilis of skin and mucous membranes	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A514	Other secondary syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A515	Early syphilis, latent	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A519	Early syphilis, unspecified	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A52	Late syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A520	Cardiovascular syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A521	Symptomatic neurosyphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A522	Asymptomatic neurosyphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A523	Neurosyphilis, unspecified	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
A527	Other symptomatic late syphilis	Certain infectious and parasitic diseases	1	Infections with a predominantly sexual mode of transmission	R5
